URL,Event Type,Event Description,Event Topic,Start Time,End Time,Categories
https://calendar.utdallas.edu/event/information-session-health-data-analytics-certificate,Lectures & Workshops,"INTRODUCING THE GRADUATE CERTIFICATE IN HEALTH DATA ANALYTICSThis sequence of three courses provides in depth training on the latest methods for analyzing medical data, including artificial intelligence and machine learning. The certificate is targeted to those with an undergraduate degree in bioengineering or similar background, in order to build skills in a new and emerging growth area with high interest and value to industry. The credential earned has the potential to improve prospects for hiring, broaden career options, and increase salary.This is a 3-semester course sequence of graduate level courses (3 semester credit hours per course) in our department of Bioengineering. They are the same courses our graduate students are enrolled in. Completion of three courses earns a noted on your official transcript. These courses can be used in fulfillment of the requirements for a MS in Bioengineering.Current students in UTD graduate programs in Bioengineering are also eligible to earn the Certificate.","Science & Technology,Career and Professional Development",2024-11-13T15:00:00-06:00,2024-11-13T16:00:00-06:00,"Career Development/Honors, STEM, Tutoring"
https://calendar.utdallas.edu/event/jsom-utd-career-fair-prep,Lectures & Workshops,"Practice your introduction, ‘talk me through your resume’, and enhance your confidence to improve your chances of success at the career expo!",Event Topic not found,2024-11-13T15:00:00-06:00,2024-11-13T17:00:00-06:00,"Tutoring, Uncategorized"
https://calendar.utdallas.edu/event/unlock-your-financial-future-a-workshop-with-the-money-management-center-and-isso,Lectures & Workshops,"Are you ready to take control of your finances? Join us on November 13, 2024, at 3:00 PM in Founders - FA-OGE 2.206 for an engaging in-person workshop where you'll gain valuable insights from the Money Management Center and the ISSO.The Money Management Center will guide you through essential topics, including checking and savings accounts, emergency funds, credit cards, budgeting strategies, and local banking options. Plus, discover valuable student resources like the Comet Cupboard and Comet Closet that can support you along the way.In addition, the ISSO will help you navigate financial challenges unique to international students. Learn practical strategies for managing expenses, such as budgeting, reducing costs, and utilizing campus resources. We’ll also cover employment options available to F-1 students, including on-campus jobs, Curricular Practical Training (CPT), Optional Practical Training (OPT), and Special Student Relief (SSR).Space is limited, so sign up today:Workshop Sign-Up.",Career and Professional Development,2024-11-13T15:00:00-06:00,2024-11-13T16:00:00-06:00,"Career Development/Honors, Tutoring"
https://calendar.utdallas.edu/event/untangled-aedp-skills-process-group,Campus & Community,"Untangled is a therapy group for those who feel deeply, based in the model of AEDP (Accelerated Experiential Dynamic Psychotherapy). In this group, you will:Learn strategies to identify and release emotions in a healthy wayUnderstand neurobiology of emotionsIncrease self-compassion and self-awarenessConnect with others with similar emotional experiencesSkills-based groups are focused on building skills to help improve one’s life and tend to be based around a theme or topic (e.g., learning coping skills, distress management, improved self-compassion, etc.). This group includes a combination of both learning skills and sharing about personal experiences.For skills-based groups, if you are not a current or recent client of the SCC, pleasemake an appointmentto get started and note your interest in group therapy. You’ll complete intake paperwork and have a 30-minute “IC” (individual consultation) with one of our therapists, and then get scheduled for a brief screening meeting with the group’s leader.If you are a current or recent client of the SCC, reach out to our Groups & Workshops Coordinator atsccgroups@utdallas.eduto schedule a screening meeting.",Health & Wellness,2024-11-13T15:00:00-06:00,2024-11-13T15:50:00-06:00,Social
https://calendar.utdallas.edu/event/ifriends-giving-farewell-dinner-ifriend-only-event,"Campus & Community,Ceremonies, Honors & Awards",Join us as we mark an end to the Fall 2024 program and bid farewell to our iFriend(s).Please note thatRegistrationis required to attend this event (iFriends ONLY).Be Globally Engaged!,"Arts & Culture,Campus Life",2024-11-13T15:00:00-06:00,2024-11-13T17:00:00-06:00,"Career Development/Honors, Social"
https://calendar.utdallas.edu/event/broader-impacts-series,,"Are you a researcher interested in collaborating with community partners to establish long-term relationships to communicate your science? Join UT Dallas National Science Foundation funded researchers as they showcase who they are and how they partner with community members to implement their proposed initiatives. The presenting researchers will invite their community partners to attend their session. UT Dallas researchers seeking community partners are encouraged to attend to learn and collaborate.Registration is required and a light dinner will be provided.Please register to attend by visitingutd.link/BroaderImpactsSeries2024.Upcoming Schedule:Wednesday, September 11, 5-6:30 PM:PresenterDr. Balakrishnan PrabhakaranWednesday, October 9, 5-6:30 PM:  PresenterDr. Amy WalkerWednesday, November 13, 5-6:30 PM:  PresenterDr. Jin XinfangWednesday, February 12, 5-6:30, PresenterDr. Michael KesdenWednesday, March 26, 5-6:30:PresenterDr. Mandy MaguireWednesday, April 9, 5-6:30 PM:  PresenterDr. Leonardi Stefano",Event Topic not found,2024-11-13T17:00:00-06:00,2024-11-13T18:30:00-06:00,Uncategorized
https://calendar.utdallas.edu/event/strong-by-zumba-7757,Sports & Recreation,"Strong Nation combines body weight, muscle conditioning, cardio, and plyometric training moves synced to original music that has been designed to match every single lunge, squat, and burpee. Maximize your burn with the ultimate 60 minute, four part music inspired HIT workout. Stop counting the reps and start training to the beat!",Health & Wellness,2024-11-11T18:30:00-06:00,2024-11-11T19:30:00-06:00,Social
https://calendar.utdallas.edu/event/global-mobility-club-career-panel-global-talent-stories,Lectures & Workshops,"Harnessing Career Stories: Learn from past UTD students who are currently in the Global Mobility industry. Get insights and tips from our GMC alums about career advice, their stories, and how the Global Mobility Club/UTD has impacted them.Date:Wednesday, November 13Time:5:30-6:30 PM CSTPlace:SSA Auditorium",Career and Professional Development,2024-11-13T17:30:00-06:00,2024-11-13T18:30:00-06:00,"Career Development/Honors, Tutoring"
https://calendar.utdallas.edu/event/copy-of-professional-systems-engineering-and-management-online-information-session-7773,"Campus & Community,Lectures & Workshops,Meetings & Conferences","Do you have questions about the Professsional Systems Engineering and Management program or the application process?This freeONLINEinformation session is for those interested in theProfessional Systems Engineering and Management Degree.The TEAMS session is open to all prospective students. This session will cover application procedures, program curriculum, and various degree requirements. All times are U.S. Central Time.Please registerhere.Please contact Lori Brannon, Program Manager, atlori.brannon@utdallas.edufor any questions.UTD strives to create inclusive and accessible events in accordance with the Americans with Disabilities Act (ADA). If you require an accommodation to fully participate in this event, please contact the event coordinator (listed below) at least 10 business days prior to the event. If you have any additional questions, please emailADACoordinator@utdallas.eduand the AccessAbility Resource Center ataccessability@utdallas.edu",Career and Professional Development,2024-11-13T17:30:00-06:00,2024-11-13T18:30:00-06:00,"Career Development/Honors, Social, Tutoring"
https://calendar.utdallas.edu/event/vinyasa-yoga-5743,Sports & Recreation,"Vinyasa, is a breath‐initiated practice that connects one posture to the next in a flowing manner. Discover the challenge and joy that exists in each and every moment.",Health & Wellness,2024-11-13T17:45:00-06:00,2024-11-13T18:45:00-06:00,Social
https://calendar.utdallas.edu/event/cardio-dance-1425,Sports & Recreation,"Join the party! Cardio Dance is a fusion of Latin and international music and dance that creates a dynamic, effective cardio workout. These fun, easy routines feature interval aerobic training with a combination of fast and slow rhythms that tone and sculpt the body as you dance.",Health & Wellness,2024-11-11T17:15:00-06:00,2024-11-11T18:15:00-06:00,Social
https://calendar.utdallas.edu/event/join-the-get-aws-certified-associate-challenge-1212,,"Who Can Participate:UTD Students, Faculty & Staff.Why Participate:Build Credibility:Gain industry-recognized credentials from AWS.Grow Your Career:Enhance your skills and knowledge in AWS cloud services.Flexible Learning:Access digital, self-paced exam prep resources and hands-on training.Benefits:Trusted Content:Prepare with official AWS Certification Practice resources.Exam Discount:Receive a50% discount voucherfor your exam.Community Support:Engage with AWS experts and peers through live Twitch training sessions.Deadline:Register here!Register for the challenge byDecember 12, 2024.Complete your exam byDecember 12, 2024to use your discount voucher.Don’t miss this opportunity to advance your AWS cloud career!Registertoday and start your journey towards becoming AWS Certified.Have questions? Check out theAWS Community Postor theFAQ page!","Science & Technology,Career and Professional Development",2024-11-10T00:00:00-06:00,2024-11-10T00:00:00-06:00,"Career Development/Honors, STEM, Uncategorized"
https://calendar.utdallas.edu/event/iweek25-registration-for-passport-to-the-world-or-global-talent-show,"Campus & Community,Arts & Performances","iWeek 2025is scheduled from February 17 to 21, 2025! iWeek is a week of intercultural focused programs and events that showcase international culture through food, music, performance art and much more. iWeek is sponsored by Intercultural Programs in collaboration with campus and community partners.You are welcome to register your student organization  or individual participation inPassport to the Worldand/orGlobal Talent Showfrom November 4 to December 6.Passport to the Worldis an expo of cultures featuring food samples, music, dance demos, etc. and scheduled on Monday, February 17.Global Talent Showis a showcase of culture through performance art and scheduled on Friday, February 21. Auditions will be held on January 31, between 2-5pm.Be Globally Engaged!Photo byPhil DesforgesonUnsplash",Event Topic not found,2024-11-11T08:00:00-06:00,2024-11-11T17:00:00-06:00,"Social, Uncategorized"
https://calendar.utdallas.edu/event/utd-mba-virtual-session-with-admissions-team-8574,Meetings & Conferences,Join our Admission Team for a Virtual session November 14th from 10:00-11:00am (Dallas time) to learn about the UTD MBA program.ClickHEREto register.  Login link will be sent a few days prior to the event.,"Academic Calendar,Career and Professional Development,Campus Life",2024-11-14T10:00:00-06:00,2024-11-14T11:00:00-06:00,"Career Development/Honors, Social"
https://calendar.utdallas.edu/event/ancient-echoes-modern-voices-the-crow-collection-goes-beyond,"Arts & Performances,Campus & Community,Lectures & Workshops","The Crow Museum of Asian Art presents Ancient Echoes, Modern Voices: The Crow Collection Goes Beyond, in the new Asian art galleries of the Edith and Peter O'Donnell Jr. Athenaeum Phase I Museum. A seemingly simple phrase, Asian art invokes a complex and unwieldy category. To begin to define this field, Asia can be fixed geographically as it is the largest continent in terms of population and landmass- a region that is about thirty percent of the earth’s total land area. Besides geography, Asia can also be crystallized by its specific traits including language, culture, and history. However, due to shifting geo-political boundaries, its diverse cultures, and diaspora, Asian art is global. Through the founding of this new museum, the Crow collection defines Asia as endlessly diverse, and not of one place, time, or idea.To denote the overlapping circles of meaning, the Crow Galleries are not labeled according to the nation states of China, India, or Japan. Instead, themes that elicit important stories of cross-cultural contact and that are vital to specific Asia’scommunities are foregrounded. The artworks can be considered with these themes in mind or on their own. Through both vantage points, these artworks challenge visitors to contemplate and rethink their relationship to these objects compelling the questions of “what are the stories that are being narrated?” and, “what stories are absent?” Throughout the galleries, visitors and studentsare invited to honor these objects' histories and create new narratives alongside them.","Arts & Culture,Health & Wellness,Campus Life",2024-11-12T11:00:00-06:00,2024-11-12T17:00:00-06:00,"Social, Tutoring"
https://calendar.utdallas.edu/event/eunjin_han_11_14_2024-psychology-lecture-series,Lectures & Workshops,"Psychology Lecture SeriesTitle -Computational Modeling Approach Reveals Selective Positive Learning as a Mechanism of Pro-Upper-Class BiasSpeaker: Eunjin HanDoctoral Student, UT DallasPsychologyPeople higher on the social ladder are often treated more favorably. Our research revealed that a key mechanism behind this pro-rich bias is a positive learning bias toward upper-class others. Specifically, people tend to learn better about positive behaviors of upper-class targets than those of lower-class targets, even when the same behaviors are exhibited by both groups.This talk is in-person in JO 4.306.Light snacks will be provided.","Research,Science & Technology",2024-11-14T11:30:00-06:00,2024-11-14T12:30:00-06:00,"STEM, Tutoring"
https://calendar.utdallas.edu/event/gentle-flow-yoga-855,Sports & Recreation,A slower paced yoga class that helps you to slow down your mind and body with emphasis on the poses for beginners as well as seasoned yogis  looking for the basics of yoga in their class.,Health & Wellness,2024-11-14T12:00:00-06:00,2024-11-14T13:00:00-06:00,Social
https://calendar.utdallas.edu/event/jsom-utd-career-fair-prep-8841,Lectures & Workshops,"Practice your introduction, ‘talk me through your resume’, and enhance your confidence to improve your chances of success at the career expo!",Event Topic not found,2024-11-14T12:00:00-06:00,2024-11-14T13:00:00-06:00,"Tutoring, Uncategorized"
https://calendar.utdallas.edu/event/copy-of-ms-accounting-flex-qa-session-6796,Campus & Community,"This free information session is for those interested in theMaster of Science in AccountingFlexdegree. The session is open to all prospective students, including those nearing completion of their undergraduate degrees. This session will cover application procedures, program curriculum, and various degree requirements.Clickhereto registerfor the session.Clickhereto join the session.",Campus Life,2024-11-14T12:00:00-06:00,2024-11-14T13:00:00-06:00,Social
https://calendar.utdallas.edu/event/copy-of-science-luncheon-series-with-dr-gagan-wig-6519,Lectures & Workshops,Dr. de Gelder will presentBasic body perception for action and emotion recognition. A neural basis for computational movement analysis.All lectures will be hosted in a hybrid modality and streamed live via Microsoft Teams.Clickhereto join the event.Lunch will be provided for in-person attendance. To RSVP please emailcvlevents@utdallas.eduno later than the Wednesdaybeforethe lecture (RSVP is required for in-person attendance).,"Research,Science & Technology",2024-11-14T12:00:00-06:00,2024-11-14T13:00:00-06:00,"STEM, Tutoring"
https://calendar.utdallas.edu/event/ms-in-international-management-studies-info-session-domestic-students,Meetings & Conferences,"Are you interested in learning how to successfully manage and lead globally?Have you considered fast-tracking into the MS-IMS program?Our program offers you the flexibility to prepare for a successful career, whether you choose to work in your home country or explore opportunities abroad. You'll gain a deeper understanding of how global markets work and how to identify promising opportunities, as well as the risks associated with international operations. We'll also equip you with the skills to evaluate investment possibilities and alternative entry strategies. By completing our program, you'll develop strong cross-cultural competence and communication skills, which will enable you to effectively lead and manage diverse teams in a global context. We look forward to helping you achieve your career goals!RegisterJoin Here",Career and Professional Development,2024-11-14T12:00:00-06:00,2024-11-14T13:00:00-06:00,Career Development/Honors
https://calendar.utdallas.edu/event/copy-of-jsom-career-conversations-for-international-pmba-students-part-5,Lectures & Workshops,What Job Search Strategies Help my Job Search and Researching Companies I Applied to?Online small-group working session for International Professional MBAs (excluding full-time MBAs) who are considering a transition from a current or recent U.S. employer. MBA Alumni are welcome (eMailJindal.career@utdallas.edufor registration assistance).Session Abstract: Having a strategy to succeed in finding your internship and/or full-time role is critical.  Your success in landing that internship or job role is based largely on how much you know about the company you apply to and how you/your skills can add value to their objectives.  Join the discussion of ways to ensure you stand out in the marketplace.Register on Handshake to receive the link to the MS Teams meeting before the working session begins. You must register 30 minutes before the session to receive the MS Teams link.,Event Topic not found,2024-11-14T12:30:00-06:00,2024-11-14T13:00:00-06:00,"Tutoring, Uncategorized"
https://calendar.utdallas.edu/event/the-horror,Arts & Performances,"The HORRORWhat is it about things that go bump in the night that we find so fascinating? Why do people flock to haunted houses and horror movies? From ancient tales of ghosts and demons to Hollywood franchises and creepypasta creations, horror provides an endless wellspring of ways to explore our own mortality and interpret events – both humanmade and unexplainable – that exist outside the norm of rational thought and behavior. In this increasingly unhinged world, horror is often the only way to think through apocalyptic anxieties around a host of issues, such as politics, the environment, generational trauma, body dysmorphia, aging, and, most importantly, death. This fall, the SP/N Gallery presents “The Horror,” an exhibition featuring artists who use the horror genre to disturbing, mystical, romantic and comic effects.Curated by Danielle Avram, SP/N Gallery Director and Brian Scott, SP/N Gallery ManagerExhibition exploring the cultural phenomena of horror.Exhibition includes painting, sculpture, video,new media, and a special film screening.Exhibition: October 11 – November 16, 2024Reception Friday, October 11, 6:30 to 8:30 p.m.Get connected.Join the Bass School mailing list.",Arts & Culture,2024-11-12T11:00:00-06:00,2024-11-12T16:00:00-06:00,Social
https://calendar.utdallas.edu/event/bioengineering-thursday-talks-at-1pm,Lectures & Workshops,"The Bioengineering Thursday Talk of the Fall Semester is just around the corner. This platform provides a valuable opportunity for graduate students to enhance their presentation and communication skills.We encourage everyone to attend, show support for their peers, and delve into the groundbreaking research they are conducting.When: Thursday, Nov.r 14, 2024Where: NSERL 3.204Time: 1 PM",Research,2024-11-14T13:00:00-06:00,2024-11-14T14:00:00-06:00,"STEM, Tutoring"
https://calendar.utdallas.edu/event/jsom-career-fair-preparation-walk-in,Lectures & Workshops,One-on-One support in preparing your Career Fair approach and content.,Event Topic not found,2024-11-14T13:00:00-06:00,2024-11-14T17:00:00-06:00,"Tutoring, Uncategorized"
https://calendar.utdallas.edu/event/lets-talk-at-bnrc-f24,Campus & Community,"Join us at the Basic Needs Resource Center for a weekly Let's Talk with a student counseling center clinician.Let's Talk is a program designed for UTD students who may want to talk to a mental health professional from the SCC to get their perspective about current concerns, advice, & resources/information about mental health.Let’s Talk can help when:You want to get more information on SCC servicesYou’re interested in resources in the community or on-campusYou have a brief consult question you’d like to ask a mental health professionalLet’s Talk is not for:Students having a mental health crisis or medical emergencyStudents wanting psychiatric services",Health & Wellness,2024-11-14T13:00:00-06:00,2024-11-14T14:00:00-06:00,Social
https://calendar.utdallas.edu/event/spark-sex-and-pornography-addiction-recovery-kit-process-group,Campus & Community,"SPARKis a supportive and nonjudgmental meeting place for students who are questioning or struggling with the ways they engage with sex and/or pornography. This group will hold space for students to process their concerns, define healthy sex for themselves, and build tools to help navigate distress. Whether this is an issue that’s recently come up or is something you have navigated for a long time, this group can help meet you where you are.Process groups are focused on the exploration and open processing and discussion of participants. Process groups are typically more open-ended and less structured around a specific lesson or topic for the day. Clients are required to complete a group screening to assess whether the group matches their needs and interest.For process groups, if you are not a current or recent client, pleasemake an appointmentto get started and note your interest in group therapy. You’ll complete intake paperwork and have a 30-minute “IC” (individual consultation) with one of our therapists, and then get scheduled for a brief screening meeting with the group’s leader.If you are a current or recent client, reach out to our Groups & Workshops Coordinator atsccgroups@utdallas.eduto schedule a screening meeting.",Health & Wellness,2024-11-14T13:00:00-06:00,2024-11-14T14:20:00-06:00,Social
https://calendar.utdallas.edu/event/bright-leaders-fall-2024-book-club-atomic_habits,Campus & Community,"Please join us for the BRIGHT Leaders Fall 2024 Book Club discussion ofAtomic Habitsby James Clear.Atomic Habitsby James Clear is a comprehensive, practical guide on how to change your habits and get 1% better every day. Using a framework called the Four Laws of Behavior Change, Atomic Habits teaches readers a simple set of rules for creating good habits and breaking bad ones. Please join our very own Cynthia Sorto for a guided discussion of this book.To register for this event pleaseclick here.A free copy of the book will be given to the first 25 people to register.  To purchase your own copy of the book, please visit your preferred bookseller.",Career and Professional Development,2024-11-14T14:00:00-06:00,2024-11-14T15:30:00-06:00,"Career Development/Honors, Social"
https://calendar.utdallas.edu/event/resume_review_for_ms_supply_chain_management_and_management_science,,"Open to currently enrolled MS Supply Chain Management and MS Management Science students AND prospective students!Mondays, Wednesdays, and Thursdays from 2pm - 4pm in JSOM 3.409.Current studentsare encouraged to come by and talk over their resume and internship search strategies with their program director, or drop in if you have a question about your course schedule or an academic concern. No RSVP required; simply come to JSOM 3.409 on the dates/times listed in the event!If you would like to discuss your resume and internship search, please bring an internship job posting that you plan to apply to, along with your resume on your computer.Prospective studentsare welcome to come by and talk with the program director if they have any questions about the MS Supply Chain Management program or MS Management Science program, or simply want more information about careers they could have with the MS SCM or MS Management Science degree.",Career and Professional Development,2024-11-11T14:00:00-06:00,2024-11-11T16:00:00-06:00,"Career Development/Honors, Uncategorized"
https://calendar.utdallas.edu/event/ecs-career-service-drop-ins,,Jonsson School students are welcome to stop by for any career related questions. Topics may include:1. Finding and internship2. Resume/cover letter review3. CPT Questions4. Interview tips,Career and Professional Development,2024-11-14T14:30:00-06:00,2024-11-14T16:00:00-06:00,"Career Development/Honors, Uncategorized"
https://calendar.utdallas.edu/event/copy-of-all-recover-meeting,Campus & Community,The Center for Students in Recovery hosts an open student-led support group to support students from ALL recovery pathways.No registration required. Walk-ins are always welcomedLocated in the CSR's office in SSB 4.500.,"Health & Wellness,Welcoming & Belonging",2024-11-14T15:00:00-06:00,2024-11-14T16:00:00-06:00,Social
https://calendar.utdallas.edu/event/attention-motivation-group,Campus & Community,"This group focuses on building skills for improving attention and focus in college settings, including lectures and studying, as well as in everyday life. Group members will also learn skills for increasing motivation to complete necessary tasks to be successful in college and life. The group will also serve as a support group for individuals who have been formally diagnosed with Attention-Deficit/Hyperactivity Disorder (ADHD) or for individuals who believe they are experiencing symptoms consistent with ADHD.Skills-based groups are focused on building skills to help improve one’s life and tend to be based around a theme or topic (e.g., learning coping skills, distress management, improved self-compassion, etc.). This group includes a combination of both learning skills and sharing about personal experiences.For skills-based groups, if you are not a current or recent client of the SCC, pleasemake an appointmentto get started and note your interest in group therapy. You’ll complete intake paperwork and have a 30-minute “IC” (individual consultation) with one of our therapists, and then get scheduled for a brief screening meeting with the group’s leader.If you are a current or recent client of the SCC, reach out to our Groups & Workshops Coordinator atsccgroups@utdallas.eduto schedule a screening meeting.",Health & Wellness,2024-11-14T15:00:00-06:00,2024-11-14T15:50:00-06:00,Social
https://calendar.utdallas.edu/event/resources-for-entrepreneurship-mcdermott-library,Lectures & Workshops,"Whether thinking about pitching to sharks or working on a semester assignment this workshop will explore some of the library’s resources for researching corporations, markets, and industries.Please register to attend.",Entrepreneurship & Innovation,2024-11-14T15:00:00-06:00,2024-11-14T16:00:00-06:00,"Business, STEM, Tutoring"
https://calendar.utdallas.edu/event/shelf-compassion-book-club,Campus & Community,"Book for FA24 - Adult Children of Emotionally Immature ParentsRelationships with parents and guardians can be difficult. The intent of this book club is to read and discuss Lindsay C. Gibson’sAdult Children of Emotionally Immature Parents. If you’d like to learn more about how your parental relationships have impacted your life and relationships with others as well as discuss how to heal and connect differently with loved ones in the future, join us this semester!eBook available via the UTD Library!Skills-based groups are focused on building skills to help improve one’s life and tend to be based around a theme or topic (e.g., learning coping skills, distress management, improved self-compassion, etc.). This group includes a combination of both learning skills and sharing about personal experiences.For skills-based groups, if you are not a current or recent client of the SCC, pleasemake an appointmentto get started and note your interest in group therapy. You’ll complete intake paperwork and have a 30-minute “IC” (individual consultation) with one of our therapists, and then get scheduled for a brief screening meeting with the group’s leader.If you are a current or recent client of the SCC, reach out to our Groups & Workshops Coordinator atsccgroups@utdallas.eduto schedule a screening meeting.",Health & Wellness,2024-11-14T16:00:00-06:00,2024-11-14T16:50:00-06:00,Social
https://calendar.utdallas.edu/event/making-monuments-matter-schult,Lectures & Workshops,"Monument protests and removals dominate media and academic attention.Undoubtedly, the question of how to deal with problematic heritage is crucial for democratic societies.However, another important development within monument making remains understudied. Increasingly, artists and commissioners look to monuments to function as tools to nourish and strengthen democracies. Given common perceptions of the genre as misused and outdated, this turn towards monuments is both surprising and significant.We treat monuments as materialised acts of cultural memory raised intentionally to influence society. With our current research project, we invite rethinking the place of monuments in contemporary democracies, asking: What do monuments do in democracies, what do those who create and commission them expect of these works, and how do people perceive and react towards them? Most importantly we are interested in exploring how monuments be active tools to make democracies more democratic.This event is free of charge, but registration is requested viathis link.Tanja Schultis an Associate Professor of Art History in the Department of Culture and Aesthetics at Stockholm University, Sweden. She teaches Visual and Material Culture.Tanja has published widely on the commemoration of painful pasts, in particular the Holocaust, and onmonuments of all shapes, including invisible and controversial ones, and explored the roles, functions and shapes monuments have in democracy.",Arts & Culture,2024-11-14T16:00:00-06:00,2024-11-14T17:30:00-06:00,"Social, Tutoring"
https://calendar.utdallas.edu/event/deep-stretch-yoga,Sports & Recreation,"In this class, you’ll explore long-held stretches and gentle poses designed to target the deep layers of your muscles and connective tissues. Each session focuses on slowly easing into postures that encourage deep release, helping to alleviate tension, increase range of motion, and enhance overall mobility. This class is perfect for those seeking to improve flexibility, recover from intense workouts, or simply enjoy a slower-paced, meditative practice.",Health & Wellness,2024-11-14T17:45:00-06:00,2024-11-14T18:45:00-06:00,Social
https://calendar.utdallas.edu/event/bored-game-night-trivia-edition,Campus & Community,"Join SUAAB (Student Union Activities and Advisory Board) for a fun night of free games, trivia, food, and prizes! Follow us @utdsuaab to find out more and learn about upcoming events. Text SUAAB to 71444 to get texts about SUAAB events and giveaways.",Campus Life,2024-11-14T18:00:00-06:00,2024-11-14T20:30:00-06:00,Social
https://calendar.utdallas.edu/event/lecture-double-lecture-on-new-and-old-discoveries-at-herculaneum,Lectures & Workshops,"SMU lecture series in conjuction with the exhibitionThe Legacy of Vesuvius: Bourbon Discoveries on the Bay of Naples, exhibition organized by the Meadows Museum, SMU, Dallas, and the Edith O'Donnell Institute of Art History (EODIAH), and is funded by a generous gift fromThe Meadows Foundation, with additional support provided by the Edith O’Donnell Institute of Art History.In this double lecture, sponsored by the Custard Institute for Spanish Art & Culture, we delve into the discoveries at the ancient site of Herculaneum.Kenneth Lapatin, Associate Curator of Antiquities, J. Paul Getty Museum“The Villa dei Papiri at Herculaneum: Early Excavations and New Discoveries”Since it was first explored in the eighteenth century by work crews under the direction of a Swiss military engineer employed by the Bourbon king of Naples, the so-called Villa of the Papyri at Herculaneum has yielded more sculpture than any other private residence from classical antiquity, as well as frescoes, ivories, and its famed library of papyrus scrolls. This presentation surveys the history of the excavations and the finds recovered, from the 1750s up to the present day, when cutting-edge technologies like laser scans, machine learning, and artificial intelligence are enhancing our knowledge about this extraordinary Roman luxury villa and its inhabitants.Brent Seales, The Stan and Karen Pigman Chair of Heritage Science, Professor of Computer Science, University of Kentucky“Unlost: Recovering the Text of the Unopenable Herculaneum Scrolls”The Herculaneum papyrus scrolls, buried and carbonized by the eruption of Mount Vesuvius in 79 CE and excavated in the eighteenth century, preserve classical texts from the shelves of the only library to have survived from antiquity. In 1999 attempts to unwrap them were permanently halted, leaving more than four hundred scrolls still unopened. However, recent advances in high-energy physics and artificial intelligence have made it possible to read these ancient texts for the first time in two thousand years, rendering them “unlost.”Takes place in SMU'sBob and Jean Smith AuditoriumSeating is limited, advance registration required.Contact Heather Bowling,heather.bowling@utdallas.eduto register.",Arts & Culture,2024-11-14T18:00:00-06:00,2024-11-14T20:00:00-06:00,"Social, Tutoring"
https://calendar.utdallas.edu/event/join-the-get-aws-certified-associate-challenge-1212,,"Who Can Participate:UTD Students, Faculty & Staff.Why Participate:Build Credibility:Gain industry-recognized credentials from AWS.Grow Your Career:Enhance your skills and knowledge in AWS cloud services.Flexible Learning:Access digital, self-paced exam prep resources and hands-on training.Benefits:Trusted Content:Prepare with official AWS Certification Practice resources.Exam Discount:Receive a50% discount voucherfor your exam.Community Support:Engage with AWS experts and peers through live Twitch training sessions.Deadline:Register here!Register for the challenge byDecember 12, 2024.Complete your exam byDecember 12, 2024to use your discount voucher.Don’t miss this opportunity to advance your AWS cloud career!Registertoday and start your journey towards becoming AWS Certified.Have questions? Check out theAWS Community Postor theFAQ page!","Science & Technology,Career and Professional Development",2024-11-10T00:00:00-06:00,2024-11-10T00:00:00-06:00,"Career Development/Honors, STEM, Uncategorized"
https://calendar.utdallas.edu/event/iweek25-registration-for-passport-to-the-world-or-global-talent-show,"Campus & Community,Arts & Performances","iWeek 2025is scheduled from February 17 to 21, 2025! iWeek is a week of intercultural focused programs and events that showcase international culture through food, music, performance art and much more. iWeek is sponsored by Intercultural Programs in collaboration with campus and community partners.You are welcome to register your student organization  or individual participation inPassport to the Worldand/orGlobal Talent Showfrom November 4 to December 6.Passport to the Worldis an expo of cultures featuring food samples, music, dance demos, etc. and scheduled on Monday, February 17.Global Talent Showis a showcase of culture through performance art and scheduled on Friday, February 21. Auditions will be held on January 31, between 2-5pm.Be Globally Engaged!Photo byPhil DesforgesonUnsplash",Event Topic not found,2024-11-11T08:00:00-06:00,2024-11-11T17:00:00-06:00,"Social, Uncategorized"
https://calendar.utdallas.edu/event/accounting-career-exploration-with-baker-tilly,Meetings & Conferences,"Students will visit the accounting firm and network with accounting professionals. Furthermore, students will learn about the firm's culture and explore career paths and other opportunities with the firm.",Career and Professional Development,2024-11-15T11:00:00-06:00,2024-11-15T13:00:00-06:00,Career Development/Honors
