name,description,url,start_date,end_date,image,categories,location_name,location_address
Spirit Friday Lunch @ DHW,"Wear your orange and green UTD spirit wear every Friday and eat lunch at Dining Hall West for only $7 (tax included). 

Admission to the event requires a swipe or a purchased meal at Dining Hall West.",https://calendar.utdallas.edu/event/spirit_friday_dhw_3298,2025-10-31 11:00:00,2025-10-31 15:00:00,https://localist-images.azureedge.net/photos/43961149404344/huge/b6d30c2c3c4cb789969754470bb4a9b157603e9f.jpg,Campus & Community,Dining Hall West,"800 W. Campbell Road, Richardson, Texas 75080-3021"
 Studying the Brain Basis of Age- and Disease-Related Cognitive Changes With fMRI — Frontiers of BrainHealth Lecture,"Register for free ↗

Friday, October 31 @ 12:00 p.m. CST

 

Studying the Brain Basis of Age- and Disease-Related Cognitive Changes With fMRI

Bart Rypma, PhD
The University of Texas at Dallas and Sammons BrainHealth Imaging Center at Center for BrainHealth

Leading research aimed at exploring the cognitive and neurobiological mechanisms of human memory and how these are affected by aging and disease, Dr. Bart Rypma uses functional magnetic resonance imaging (fMRI) to observe the activity of younger and older adults as they perform cognitive tasks. He has published extensively on the cognitive and neurobiological mechanisms of human memory, including high-profile publications in Proceedings of the National Academy of Science, Nature Neuroscience, Cerebral Cortex and Neuroimage. Read more.

Talks are hybrid. Registrants receive updates, online access to live talks and recordings after each event. Season registration is free of charge. Register for the season to enjoy as many talks as you are able. No registration is needed to attend in person.

About This Series

Talks take place off of main campus, inside Center for BrainHealth's Brain Performance Institute (near Love Field Airport). This research-focused series invites scientists to share their discoveries with students, other brain health researchers and curious members of the public. All are welcome, but please note that these lunchtime lectures are heavily science-focused and are not necessarily intended for a lay audience.

​​​​​​Center for BrainHealth
2200 West Mockingbird Lane
Dallas, TX 75235

The host for this event is Daniel Krawczyk, PhD.",https://calendar.utdallas.edu/event/frontiers-of-brainhealth-fall-2025-rypma,2025-10-31 12:00:00,2025-10-31 13:00:00,https://localist-images.azureedge.net/photos/50647286413746/huge/f407c8856391e4db72e4e5bbee6febeee7b4e9bd.jpg,Lectures & Workshops,Center for BrainHealth,"2200 West Mockingbird Lane Dallas, TX 75235"
Revenge of the Monster Mash at Bass!,"UTD's cant-miss Halloween event, The Monster Mash at Bass, returns again - with a vengeance!

Join us in the ATC Lobby for ghoulish trick-or-treating, a terrifying costume contest, and horrifying photo ops galore!

Be there...if you dare!",https://calendar.utdallas.edu/event/revenge-of-the-monster-mash-at-bass,2025-10-31 12:00:00,2025-10-31 15:00:00,https://localist-images.azureedge.net/photos/50914364687730/huge/76658aabe635ae965d3271c59b37be809f4d79f9.jpg,Arts & Performances,Edith O'Donnell Arts & Technology Building (ATC),"800 W. Campbell Road, Richardson, Texas 75080-3021"
Circuit Blast,"A fast-paced, 45-minute circuit training class that combines strength, cardio, and functional movements at rotating stations to deliver a full-body workout. Designed to keep you moving and challenged, each station targets different muscle groups using a mix of equipment like dumbbells, kettlebells, battle ropes, and bodyweight exercises. You’ll cycle through timed intervals with short rest periods, building endurance, strength, and agility. Perfect for all levels, no two classes are the same-just show up and crush it one station at a time.",https://calendar.utdallas.edu/event/circuit-blast-8888,2025-10-31 12:15:00,2025-10-31 13:00:00,https://localist-images.azureedge.net/photos/50580825007759/huge/c939fc732fa476e956d4fcd171f6643a5daec1bd.jpg,Sports & Recreation,Activity Center (AB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
"National Life - Actuarial Information Session - October 31, 2025","Dear Actuarial Students and all interested in Actuarial Science,

The UT Dallas Actuarial Program will host an Actuarial Career Day Event with National Life on Friday, October 31,  2025, 12:30 pm - 2:30 pm in JO 3.601 - Erik Jonsson Academic Center. 

Below is the link to register for the National Life event:

https://forms.gle/W6YB8mgeJJPpkHPh8

Registration is free and is used to estimate the number of participants. 

Refreshments will be provided.

 Bring your resume and be ready to talk to the employer about your actuarial studies at UT Dallas and your future career plans.

We look forward to seeing you at this event!",https://calendar.utdallas.edu/event/national-life-actuarial-information-session-october-31-2025,2025-10-31 12:30:00,2025-10-31 14:30:00,https://localist-images.azureedge.net/photos/50278929634089/huge/e023b49d9f3dab46efd70b6a765dfc2cc04743ff.jpg,Meetings & Conferences,JO 3.601,
Bioengineering Seminar Series - Dr. Xiaojing Gao - Stanford University,"Please mark your calendars and join us virtually on Microsoft Teams on October 31, 2025, at 1 PM as we welcome Dr. Xiaojing Gao from Stanford University to the Bioengineering Seminar Series.",https://calendar.utdallas.edu/event/bioengineering-seminar-series-dr-xiaojing-gao,2025-10-31 13:00:00,2025-10-31 14:00:00,https://localist-images.azureedge.net/photos/50826641626802/huge/d05f246b83fd3bd47455bdaa0f3e0b390f90dd07.jpg,Career Development,,
Find Us Fridays,"Treat yourself at the end of the week with a wholesome snack (while supplies last), and explore the recreational resources available in the Center for Students in Recovery’s lounge! Students can enjoy a snack, drink coffee, do some coloring, play board games and puzzles—and even try out our Wii!

'Find Us Fridays' will take place every Friday this fall semester from 1:00pm-3:00pm in SSB 4.500.

For any questions, please email recovery@utdallas.edu.",https://calendar.utdallas.edu/event/find-us-fridays,2025-10-31 13:00:00,2025-10-31 15:00:00,https://localist-images.azureedge.net/photos/50842942289484/huge/bc7b797295645451d3e4e84560c9a413bdb40459.jpg,Campus & Community,Student Services Building (SSB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
RCR Concise Two-day Masterclass,"The Office of Research and Innovation (ORI) is pleased to offer the Responsible Conduct of Research (RCR) Training in a concise, two-day masterclass format.

This intensive session is designed to deepen participants' understanding of research ethics and scientific integrity within the UT Dallas research community. Topics will cover contemporary challenges, best practices, and key issues in research conduct. The training also aligns with ethical standards and grant funding requirements from agencies such as NIH and NSF, ensuring compliance while fostering a culture of integrity.

Join us for this critical training to enhance your research practices and stay aligned with the latest standards and compliance guidelines.

Note: To earn the RCR Development Series certification, participants must successfully complete RCR Foundations Training (via the CITI Program) and attend both sessions of the RCR Concise Two-Day Masterclass.

*Registration is required. Registration closes Friday, October 17, 2025, or once maximum room capacity is reached.",https://calendar.utdallas.edu/event/rcr-concise-two-day-masterclass,2025-10-31 13:00:00,2025-10-31 16:00:00,https://localist-images.azureedge.net/photos/50587121979725/huge/19a901f32415a8599b675cc08876cb938a08de52.jpg,Lectures & Workshops,Cecil H. Green Hall (GR),"800 W. Campbell Road, Richardson, Texas 75080-3021"
Comet Cycle,"This high energy indoor cycle class blends dynamic cycling with rhythmic, full-body choreography for a workout that’s as fun as it is intense. Throughout the class, you’ll be taken on a journey of sprints, climbs, and dynamic intervals, all while incorporating choreographed upper body movements that tone and sculpt. The fusion of cycling and dance-inspired moves will challenge your coordination, stamina, and strength, providing a total body workout that feels like a party on a bike.",https://calendar.utdallas.edu/event/comet-cycle-8290,2025-10-31 13:30:00,2025-10-31 14:30:00,https://localist-images.azureedge.net/photos/50580848273993/huge/30c4831918f5a1ddd60a194846de12bb1e252e06.jpg,Sports & Recreation,Activity Center (AB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
OUTer Space - LGBTQ+ Support Group (Graduate Students),"Drop-in mental health support group for LGBTQIA+ students who want to talk about validating and supporting others and themselves.

 

To join, simply come to SSB 4.600 to check in and join us at the start time. If you’d like reminders and an easier check-in, you can also message us at sccgroups@utdallas.edu to be added to the roster.

These groups provide an opportunity for support from others who hold similar identities or life experiences. Participation is open and drop-in style, meaning members do not have to be current clients of the Student Counseling Center, and you may attend meetings as often or as seldom as you like. Support groups are open to all UTD students, and no group screening is required. Please note support groups are not the same as therapy groups in that they are more focused on building community and peer support guided by one of our therapists than in-depth therapeutic intervention.",https://calendar.utdallas.edu/event/OUTer-space-lgbtq-support-group-grads,2025-10-31 14:00:00,2025-10-31 14:50:00,https://localist-images.azureedge.net/photos/50544461630166/huge/b3888efd88fcabfd7e715cd0d09f0d68179b82d7.jpg,Campus & Community,Student Services Building (SSB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
SPARK (Sex and Pornography Addiction Recovery Kit) #2,"SPARK is a supportive and nonjudgmental meeting place for students who are questioning or struggling with the ways they engage with sex and/or pornography. This group will hold space for students to process their concerns, define healthy sex for themselves, and build tools to help navigate distress. Whether this is an issue that’s recently come up or is something you have navigated for a long time, this group can help meet you where you are.

Process groups are focused on the exploration and open processing and discussion of participants. Process groups are led by one of our therapists and typically more open-ended and less structured around a specific lesson or topic for the day. Clients are required to complete a group screening to assess whether the group matches their needs and interest.

For process groups, if you are not a current or recent client, please make an appointment to get started and note your interest in group therapy. You’ll complete intake paperwork and have a 30-minute “IC” (individual consultation) with one of our therapists, and then get scheduled for a brief screening meeting with the group’s leader.

If you are a current or recent client, reach out to our Groups & Workshops Coordinator at sccgroups@utdallas.edu to schedule a screening meeting.",https://calendar.utdallas.edu/event/spark-sex-and-pornography-addiction-recovery-kit-2,2025-10-31 14:00:00,2025-10-31 15:20:00,https://localist-images.azureedge.net/photos/50544288712355/huge/ad313c1b722fe72f2b1889efbac8cb8e867d7d04.jpg,Campus & Community,Student Services Building (SSB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
Jonsson School: Interview Etiquette ,"“Lasering in on-the-Job interview”

Learn what to expect in the whole interview process including the prescreening interview and technical interviews.",https://calendar.utdallas.edu/event/ecs3-interview-etiquette,2025-10-31 14:30:00,2025-10-31 15:30:00,https://localist-images.azureedge.net/photos/50400038479948/huge/5442882860b15a9194f5cb218afa0be7c04842b9.jpg,Career Development,Engineering and Computer Science South (ECSS),"800 W. Campbell Road, Richardson, Texas 75080-3021"
4x4 Indoor Cricket: Halloween Tournament and Costume Contest,"Come join us for a spooky, fun-filled afternoon of indoor cricket with a Halloween twist! Form teams, wear your costumes, and compete for glory! You can compete in either the tournament, costume contest, OR BOTH! Enjoy prizes, swag, and a social atmosphere where everyone can play laugh, and show off their creativity.

The costume contest will take place right before the cricket tournament begins. To be considered for the contest, all entries needs to be checked in by 2:30pm. Tournament participants are welcome to play in their costumes, keeping in mind that only non-marking shoes are permitted on the courts.

Tournament Registration: Deadline October 30, 11:59pm
Sign up your team! (3-8 players) Medals will be awarded for 1st, 2nd, and 3rd place teams.

Costume Contest Registration: Deadline October 31, 2:30pm
Sign up! Prizes will be awarded for costume context winners in the following categories: Best Overall Individual Costume, Best Team Costume, Funniest Individual Costume, and Spookiest Individual Costume

Brought to you by University Recreation (UREC), Intercultural Programs (ICP), and the Student Wellness Center (SWC).

Be Globally Engaged!",https://calendar.utdallas.edu/event/halloween-cricket,2025-10-31 15:00:00,2025-10-31 19:00:00,https://localist-images.azureedge.net/photos/50780772582051/huge/17d69219c351fc570692bdc385c3d431b20c13b7.jpg,Campus & Community,Recreation Center West,"800 W. Campbell Road, Richardson, Texas 75080-3021"
UTD and AWS Skill Center Collaboration Series: Becoming an AI Practitioner - Part 2 - Introduction to Generative AI,"Level Up Your Cloud & AI Skills with AWS

The University of Texas at Dallas is partnering with the AWS Skills Center to offer a dynamic virtual learning series designed to help you become a certified Cloud and AI Practitioner. This exclusive cohort-based program runs from September 12 to December 5, 2025, with weekly Friday sessions (excluding Thanksgiving week).

Learn more about the entire series and all registration information.

 

 Register for Becoming an AI Practitioner Part 2 

 

Date: Friday, October 31, 2025Time: 3:00–6:30 PM CSTTopic: Introduction to Generative AIDescription: This session introduces students to the fundamental concepts, capabilities, principles, use cases, and AWS services related to generative AI. Students will learn how to identify potential use cases for generative AI, understand its advantages compared to other solutions, recognize key risks, and learn the basic elements of prompt engineering to effectively interact with AI models. The session covers AWS generative AI services including Amazon SageMaker AI, Amazon Bedrock, and Amazon Q, teaching students when and how to use each service appropriately. Through hands-on activities using PartyRock (an Amazon Bedrock playground), students will gain practical experience structuring prompts and working with large language models. The session aligns with concepts covered in the AWS Certified AI Practitioner exam but is designed as an introductory overview rather than exam preparation.Registration Link: Register Here 

Why Join?

Learn directly from AWS-certified instructorsPrepare for industry-recognized certificationsGain hands-on experience through labs and exam prepBuild career-ready skills in cloud computing and AIUTD students, faculty, and staffTech enthusiasts looking to break into AWS cloud and AIAnyone interested in earning AWS certifications 

Perks for Attending All Sessions

Whoever completes the Becoming an AI Practitioner series will be entered into a raffle to win AWS Foundational Certification Exam vouchers.After completing all 4 Cloud classes and passing the final knowledge check (found in the digital class supplement), students will:Receive a Credly badge, allowing you to highlight your skills online in a simple, trusted way.Invited to join AWS’s Emerging Talent Community (ETC), gaining access to tailored cloud learning opportunities, certification prep resources, career guidance, and a point-based reward system. 

All courses are live, interactive virtual sessions led by AWS-certified trainers – no recordings will be available.

Each class is designed to stand alone, so participants can enroll in any session without needing to complete others.",https://calendar.utdallas.edu/event/utd-and-aws-skill-center-collaboration-series-becoming-an-ai-practitioner-part-2-introduction-to-generative-ai,2025-10-31 15:00:00,2025-10-31 18:30:00,https://localist-images.azureedge.net/photos/50754785442251/huge/a49755cd2f4aa0065dbe6b95fd16963d3b738ea8.jpg,Career Development,,
SOLACE (Sharing Our Losses and Commemorating Experiences): Grief Process Group,"SOLACE is a process group offering space for students who are navigating the death of a loved one to honor memories, process grief, and connect with others who understand - whether your loss was recent or years ago.


Process groups are focused on the exploration and open processing and discussion of participants. Process groups are led by one of our therapists and typically more open-ended and less structured around a specific lesson or topic for the day. Clients are required to complete a group screening to assess whether the group matches their needs and interest.

For process groups, if you are not a current or recent client, please make an appointment to get started and note your interest in group therapy. You’ll complete intake paperwork and have a 30-minute “IC” (individual consultation) with one of our therapists, and then get scheduled for a brief screening meeting with the group’s leader.

If you are a current or recent client, reach out to our Groups & Workshops Coordinator at sccgroups@utdallas.edu to schedule a screening meeting.",https://calendar.utdallas.edu/event/solace-grief-process-group,2025-10-31 15:30:00,2025-10-31 16:50:00,https://localist-images.azureedge.net/photos/50542712621427/huge/9cdcacae7441ea977e2125546559c5e05b01e450.jpg,Campus & Community,Student Services Building (SSB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
Totally Toned,"A high-energy, full-body workout designed to help you sculpt and define your muscles while improving strength and endurance. This dynamic class combines a variety of toning exercises, including bodyweight movements, light weights, and resistance bands, to target all major muscle groups. Get ready to sweat, challenge yourself, and feel empowered in every move as you work toward your fitness goals in a fun and motivating environment!",https://calendar.utdallas.edu/event/totally-toned-8316,2025-10-31 16:30:00,2025-10-31 17:30:00,https://localist-images.azureedge.net/photos/50580067944663/huge/579c3dd242bdec3fb7dc819417c3dbb904ca7a64.jpg,Sports & Recreation,Activity Center (AB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
Core Crush ,"This class is focused on strengthening your core in just 30 minutes. This class targets your abs, obliques, and lower back with a combination of bodyweight exercises, stability work, and dynamic movements. Whether you’re looking to improve posture, enhance stability, or increase overall strength, this quick yet effective workout will leave you feeling strong and energized.",https://calendar.utdallas.edu/event/core-crush-4260,2025-10-31 18:00:00,2025-10-31 18:30:00,https://localist-images.azureedge.net/photos/50580348187723/huge/76a7d5e0adf097881f5fdfef13c9353809b8b2cb.jpg,Sports & Recreation,Activity Center (AB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
Volleyball,Comets vs. Western New Mexico,https://calendar.utdallas.edu/event/volleyball-1076,2025-10-31 18:00:00,2025-11-01 00:00:00,https://localist-images.azureedge.net/photos/31211270267421/huge/19bb944e91f041ff942e2ab3083b865b1698471b.jpg,Sports & Recreation,Activity Center (AB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
Shrek the Musical: Halloween Performance,"Based on the Oscar-winning DreamWorks Animation film, Shrek the Musical is a Tony Award-winning fairy tale adventure, featuring all new songs from Jeanine Tesori (Thoroughly Modern Millie; Caroline, or Change) and a sidesplitting book by David Lindsay-Abaire. 

Shrek brings all the beloved characters you know from the film to life on stage and proves there's more to the story than meets the ears. 

Parking Information:



Use Google Maps to navigate to Parking Structure 3 (PS3) and park in a park in a Gold or Orange space. Once parked, visit our Venues page to obtain turn-by-turn walking directions to University Theatre. If you'd like to avoid using the interactive campus map, simply walk south from PS3 and turn left before you reach Jonsson Academic Center (JO). This route avoids stairs. If you turn after you've walked past JO, you'll need to walk down the stairs along the side of the building. The entrance to University Theatre is on the east side of JO and faces east. There are picnic tables in front of the entrance.",https://calendar.utdallas.edu/event/shrek-the-musical-halloween-performance,2025-10-31 19:30:00,2025-10-31 00:00:00,https://localist-images.azureedge.net/photos/50340140277516/huge/1ce989374d7e8121185f997cdf85336c86bc1c7d.jpg,Arts & Performances,University Theatre (TH),"800 W. Campbell Road, Richardson, Texas 75080-3021	"
"Fall 2025 ""Signature Required"" Period to Withdraw from UG Courses 2nd 8-Week Session",,https://calendar.utdallas.edu/event/fall_2025_signature_required_period_to_withdraw_from_ug_courses_2nd_8-week_session,2025-11-01 00:00:00,2025-11-01 00:00:00,https://localist-images.azureedge.net/photos/45940975141579/huge/59ac987df72c1535348116d9d203ca2ae8b60eed.jpg,Career Development,,
"Fall 2025 ""Signature Required"" Period to Withdraw from UG Courses Full-Term Session",,https://calendar.utdallas.edu/event/fall_2025_signature_required_period_to_withdraw_from_ug_courses_full-term_session,2025-11-01 00:00:00,2025-11-01 00:00:00,https://localist-images.azureedge.net/photos/31211613675917/huge/70fdecea12bb9f3650916d4b03e666fe55cb993d.jpg,Career Development,,
Fall 2025 Commencement tickets & GradPass available.,,https://calendar.utdallas.edu/event/fall_2025_commencement_tickets_gradpass_available,2025-11-01 00:00:00,2025-11-01 00:00:00,https://localist-images.azureedge.net/photos/31211613675917/huge/70fdecea12bb9f3650916d4b03e666fe55cb993d.jpg,Career Development,,
Groundbreakers: Post-War Japan and Korea from the DMA Collection,"September 6, 2025 - July 26, 2026

Groundbreakers brings together artists who played with materiality, space, and performance in postwar Japan and Korea after the 1950s. Moving beyond the hand, some artists used unexpected parts of their bodies to make their marks: Shiraga painted with his feet and Matsutani used his mouth to create vinyl bubbles. By extension, their bodily performances became part of their art. The objects and paintings themselves are testaments to the ephemeral nature of their energetic performance.

Other artists of this period upended the implement of the brush by pouring directly onto the canvas or experimented further with materiality by using different mediums, such as tin. Proponents of three art movements—Mono-ha, Dansaekhwa, and Gutai—rigorously interrogated and explored artistic performances, playful use of materials, experimentations with new techniques, a commitment to direct gestures, and a reorientation of subject and object. Through it all, the very process and stages of presenting objects became as important as the final art form.

A common visual thread amongst these artists is a commitment to abstraction and minimalism. These art forms of painting, sound, and installation are meant to be participatory, expanding how the viewer interacts with works of art. Challenging traditional ideas of art, each object is a transformative site that discourages passive looking. In the case of Takamatsu’s Cube 6 + 3, which greets visitors at the entrance of the exhibition, the artist’s simple application of lines onto a three-dimensional cube alters our perception of space and depth.

Two contemporary artists, Tatsuo Miyajima and Do Ho Suh, are positioned as means to provoke a dialogue and conversation about the antecedents and legacy of performance art for contemporary artists and its twin accompaniment the viewer/participant.

This exhibition is organized by The University of Texas at Dallas in collaboration with The Dallas Museum of Art.

On view at the Edith and Peter O'Donnell Jr. Athenaeum.

Athenaeum hours: 11 a.m. to 5 p.m. Tuesday through Sunday. Free admission.",https://calendar.utdallas.edu/event/groundbreakers-post-war-japan-and-korea-from-the-dma-collection,2025-11-01 00:00:00,2025-11-01 00:00:00,https://localist-images.azureedge.net/photos/50772630622979/huge/b1a3716bb05a7d101fc8a3772df1465382a31ff4.jpg,Arts & Performances,Edith and Peter O’Donnell Jr. Athenaeum,"777 Loop Rd SW, Richardson, TX 75080"
Socks & Canned Food Competition,"Join the Military and Veteran Center for a friendly competition with a purpose!

Compete to earn points and make the biggest impact. The teams with the most points will win prizes, and all donations will go directly to local shelters and food banks.

• White socks: 2 points per pair

• Black socks: 1 point per pair

• Canned goods: 2 points per item

• Perishable items: 1 point per item",https://calendar.utdallas.edu/event/socks-canned-food-competition,2025-11-01 00:00:00,2025-11-01 00:00:00,https://localist-images.azureedge.net/photos/50514847905725/huge/f11b07277a0aa1b4498990284b5c337ce28d5baf.jpg,Campus & Community,Military and Veteran Center,
The Wellness Lab,"Saturdays, September 6-December 6 2025

Edith and Peter O'Donnell Athenaeum
777 Loop Rd SW, Richardson, TX 75080

 

The Wellness Lab is a place for everyone wanting to try something new. This well being retreat inside of the Crow Museum of Asian Art at UT Dallas offers explorations in mindfulness, yoga, ayurveda, well being and art. Self-compassion begins with taking time to explore silence, awareness, togetherness and understanding. These classes are for you.  

Why Join the Wellness Lab?

Because college is a lot. And your nervous system needs rest, too. 

Learn practical tools to manage anxiety and overwhelmBuild a habit of self-awareness and mental clarityConnect with a peaceful community of peersBegin your weekend with presence and intention
Please note: Each series requires separate registration for each date.
 

The Mindful Hour  

9 am - 9: 45 am

$20 Public  $0 UTD Staff, Faculty, students$0 Museum membersStart your Saturday in stillness. Join us inside the tranquil Crow Museum for guided mindfulness, grounding breathwork, and simple centering techniques that build resilience and reduce stress. 

Whether you’re new to meditation or already have a practice, this space is for everyone — especially students who want to feel more calm, clear, and connected. 

Come as you are. No mats, apps, or experience required — just your breath. 

Reserve your spot at the link below. Please ensure you select your preferred date. 

Register

 

The Yoga Hour: Gentle/Restorative/Vinyasa/Yin  

10 am - 10:45 am  

$20 Public  $0 UTD Staff, Faculty, students$0 Museum membersJoin us for Yoga in the Art Museum led by talented and certified yoga instructors in the community. All levels welcome!  

Reserve your spot at the link below. Please ensure you select your preferred date. 

Register

 

The Everything Hour:  

11 am - 1 pm

$20 Public  $0 UTD Staff, Faculty, students$0 Museum membersArt, Sound and Relaxation fill the Everything Hour with experiences in the open art studio, sound bath and programs on well being and self-compassion. See the schedule below.

September 6, 11 am - 1 pm: Lego Printmaking Workshop

Learn how to make art with legos! Join Dallas artist Leili Arai Tavallaei (@at_leili) for a 2 hour workshop on lego printmaking. You’ll get to create your very own print and learn accessible printmaking techniques. Come hang out, play with legos, and create with us. (Art supplies will be provided.)


September 13, 11am-1pm: Exquisite Hunt Workshop

Explore the museum in this sketchbook scavenger hunt! Join Dallas artist Leili Arai Tavallaei (@at_leili) for a 2 hour workshop on drawing the world around us. You’ll get to discover a new side of the Crow Museum and learn drawing techniques. We encourage you to bring a sketchbook and your curiosity. (Additional art supplies will be provided.)


September 20: Sensory Drawing

We’ll start by loosening up our senses and getting to know each other through drawing. Participants will explore blind contour drawing and drawing by touch, inspired by Carlotta’s practice of sensory art. We’ll also watch a short BBC clip about prosopagnosia to think about perception and recognition in a playful way.

Activities:

• Create a series of 5 small drawings using extremely limited sensory information (drawing with closed eyes, by touch, or without looking at the page).

• After a short break, we’ll experiment with color using jelly pads and acrylic paint to make prints based on sensory drawings.
 

September 27: Collage / Abstract Fall Fruits

Fall brings abundance—and collage is the perfect way to celebrate it. We’ll cut, layer, and combine everyday images of fruit, nature, kitchens, and seasonal decorations into abstract compositions.

Activities:

• Plan and layer cut-out images into a single abstract collage.

• Focus on visual balance and rhythm while letting intuition lead.

• Play with combining many fragments into one whole artwork.

 

October 4, 11 am - 1 pm: Shape Chasing Workshop/Exquisite Hunt Workshop (outdoors, weather permitting)

Come paint outside with us! Join Dallas artist Leili Arai Tavallaei (@at_leili) for a 2 hour workshop on painting the world en plein air (in the outdoors). You’ll get to create your very own painting and learn about outdoor painting techniques. Enjoy the Texas sunshine and create with us. (Art supplies will be provided.)
 

October 25, 11 am – 1 pm: Sleep Sessions

Ever wonder what really happens when you sleep—and why it matters so much? Join us for a friendly and engaging look at how good sleep helps your body, brain, and mood thrive. We’ll explore what the different stages of sleep do for your health, and share simple, practical tips to help you sleep better and feel more refreshed.
 

November 1, 11 am – 1 pm: Sleep Sessions

Ever wonder what really happens when you sleep—and why it matters so much? Join us for a friendly and engaging look at how good sleep helps your body, brain, and mood thrive. We’ll explore what the different stages of sleep do for your health, and share simple, practical tips to help you sleep better and feel more refreshed.
 

November 8: Halloween Fun / Shadows & Prints

We’ll celebrate the spirit of Halloween with a playful still-life setup. Pumpkins, fruits, and spooky objects will be arranged under a dramatic light source. First, we’ll draw from observation, then shift to printmaking to capture the spirit of the season.

Activities:

• Set up a Halloween-inspired still life with a single strong light source to create shadows.

• Draw the composition with expressive lines.

• Experiment with jelly pad printmaking using acrylic paint.
 

November 15: Group Project / Botanical Drawing

We’ll close the workshop with a large-scale collaborative art-science drawing. Inspired by the natural world, participants will bring their own images of plants, leaves, and neighborhood animals or insects. Together, we’ll create a shared artwork on a roll of paper that combines drawing, text, and mixed materials.

Activities:

• Begin with short reflections: What do you notice in quiet moments? What small details catch your attention in your surroundings?

• Each participant contributes drawings, words, and colors to a shared roll of paper.

• The final piece will be a layered, collaborative landscape of the group’s collective imagination.
 

November 22, 11 am - 1 pm: Shape Chasing Workshop/Exquisite Hunt Workshop (outdoors, weather permitting)

Explore the museum in this sketchbook scavenger hunt! Join Dallas artist Leili Arai Tavallaei (@at_leili) for a 2 hour workshop on drawing the world around us. You’ll get to discover a new side of the Crow Museum and learn drawing techniques. We encourage you to bring a sketchbook and your curiosity. (Additional art supplies will be provided.)
 

December 6, 11 am – 1 pm: Lego Printmaking Workshop
Learn how to make art with legos! Join Dallas artist Leili Arai Tavallaei (@at_leili) for a 2 hour workshop on lego printmaking. You’ll get to create your very own print and learn accessible printmaking techniques. Come hang out, play with legos, and create with us. (Art supplies will be provided.)

 

Reserve your spot at the link below. Please ensure you select your preferred date. 

Register

 

The Chai Hour with Sapna Punjabi  

2 pm - 3 pm  

$20 Public  $0 UTD Staff, Faculty, students$0 Museum membersTake a restorative pause with The Chai Hour—a wellness session rooted in Ayurvedic tradition, modern nutritional balance, and the ritual of spiced chai. Led by culinary wellness specialist, registered dietitian, and Ayurvedic practitioner Sapna Punjabi, each gathering offers simple, seasonal tools for nourishment, self-care, and connection. Open to all. 

Reserve your spot at the link below. Please ensure you select your preferred date. 

Register",https://calendar.utdallas.edu/event/the-wellness-lab,2025-11-01 09:00:00,2025-11-01 15:30:00,https://localist-images.azureedge.net/photos/50605453693686/huge/c5231aad70b06b126b69ed7403712564ffd742b1.jpg,Arts & Performances,Edith and Peter O’Donnell Jr. Athenaeum,"777 Loop Rd SW, Richardson, TX 75080"
Bookstore Homecoming Fashion Show,"Doors Open: 11am
Show Stars: 11:30am

The Homecoming Fashion Show is an annual event hosted by Auxiliary Services and sponsored by the UTD Bookstore. This event showcases the new collection of spirit wear available at the Bookstore, and the runway features models from the UT Dallas community including students, faculty and staff, alumni, and future Comets.",https://calendar.utdallas.edu/event/bookstore-homecoming-fashion-show,2025-11-01 11:00:00,2025-11-01 12:00:00,https://localist-images.azureedge.net/photos/50729579210493/huge/510857c8ba9d0dd0a6d9f914b8ba1f3235a7ee5c.jpg,Arts & Performances,Activity Center Bookstore (ACB),"842 Loop Rd SW, Richardson, TX 75080"
HomeFest Alumni Tent,"Join us at HomeFest for an exclusive Alumni Tent Experience featuring free empanadas from alumni-owned La Giralda, craft beer from alumni-owned Peticolas Brewing, three rounds of Bingo and prizes, and plenty of Comet pride!

Highlights:
• Free alumni-owned business food and drinks
• Networking with alumni and university leadership
• Games, giveaways, prizes, and activities for the kids
• Winter item drive benefiting the Basic Needs Resource Center

Throughout the day, alumni and families can enjoy food, drinks, networking, games, and giveaways. There will be three rounds of Bingo with prizes at 11:30 AM, 12:00 PM, and 1:00 PM. The tent will also feature casual meet-and-greet opportunities with University leadership and picture perfect memories",https://calendar.utdallas.edu/event/homefest-alumni-tent,2025-11-01 11:00:00,2025-11-01 14:00:00,https://localist-images.azureedge.net/photos/50959505907266/huge/fd7ac41f7908155768db70bc52071e0f6a83a9a6.jpg,Campus & Community,Lot J,
Homefest,"Join us for The UTD Homecoming HOMEFEST! Visit Comet Street, an alumni-owned business vendor fair, check out the tailgate, enjoy music, participate in Comet Canvas Art, take pictures with our photo opps, buy some new UTD merch, enjoy free food, games and fun for the entire family!",https://calendar.utdallas.edu/event/homefest-3281,2025-11-01 11:00:00,2025-11-01 14:00:00,https://localist-images.azureedge.net/photos/50966029824941/huge/847a414cfad1a7c27e4108b16d9103ed8a8bd901.jpg,Campus & Community,Lot J,
